Date,Snow Water Equivalent (in) Start of Day Values,Change In Snow Water Equivalent (in),Snow Depth (in) Start of Day Values,Change In Snow Depth (in),Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF)
2016-08-11,0,0,0,0,48.2,63,38.5
2016-08-12,0,0,0,0,45.3,59.4,36.5
2016-08-13,0,0,0,0,45.7,63.3,35.2
2016-08-14,0,0,0,0,48.9,64.2,36.1
2016-08-15,0,0,0,0,49.5,65.8,40.5
2016-08-16,0,0,0,0,46.8,61,40.1
2016-08-17,0,0,0,0,46.4,61.5,38.1
2016-08-18,0,0,0,0,43.2,57.4,35.2
2016-08-19,0,0,0,0,42.8,56.7,34.5
2016-08-20,0,0,0,0,44.4,60.1,34.7
2016-08-21,0,0,0,0,50.2,64.2,35.6
2016-08-22,0,0,0,0,46.2,59,38.1
2016-08-23,0,0,0,0,42.6,57,34.5
2016-08-24,0,0,0,0,38.7,47.8,33.8
2016-08-25,0,0,0,0,39.2,55.2,32.5
2016-08-26,0,0,0,0,39.4,50,32.7
2016-08-27,0,0,0,0,42.6,55,34.3
2016-08-28,0,0,0,0,41.2,51.3,36.9
2016-08-29,0,0,0,0,42.4,55.6,35.8
2016-08-30,0,0,0,0,41.2,53.2,32.9
2016-08-31,0,0,0,0,47.5,63,35.8
2016-09-01,0,0,0,0,47.8,65.7,39.4
2016-09-02,0,0,0,0,45.3,57.4,38.5
2016-09-03,0,0,0,0,45.9,59.7,37.9
2016-09-04,0,0,0,0,46.4,57.7,39.4
2016-09-05,0,0,0,0,48.6,62.6,38.1
2016-09-06,0,0,0,0,49.6,61.2,38.5
2016-09-07,0,0,0,0,48,59.5,35.2
2016-09-08,0,0,0,0,48.4,62.6,35.1
2016-09-09,0,0,0,0,43.5,58.8,32.5
2016-09-10,0,0,0,0,47.7,62.8,31.6
2016-09-11,0,0,0,0,49.5,61.7,40.1
2016-09-12,0,0,0,0,44.6,60.1,34.2
2016-09-13,0,0,0,0,40.3,53.8,30.2
2016-09-14,0,0,0,0,41,55.6,31.8
2016-09-15,0,0,0,0,36.9,50.4,28.8
2016-09-16,0,0,0,0,38.1,53.2,27.3
2016-09-17,0,0,0,0,40.1,53.1,29.8
2016-09-18,0,0,0,0,45.7,60.4,35.6
2016-09-19,0,0,0,0,48.9,63.9,36.3
2016-09-20,0,0,0,0,47.7,58.8,36.3
2016-09-21,0,0,0,0,43.5,52.2,35.2
2016-09-22,0,0,0,0,49.1,59,39.2
2016-09-23,0,0,0,0,38.1,56.1,21.6
2016-09-24,0.2,0.2,3,3,27.5,34.7,20.3
2016-09-25,0,-0.2,0,-3,33.4,47.1,24.8
2016-09-26,0,0,0,0,40.1,55.9,28.8
2016-09-27,0,0,0,0,44.1,59.7,32.9
2016-09-28,0,0,0,0,43.5,61.2,33.4
2016-09-29,0,0,0,0,44.8,60.1,36
2016-09-30,0,0,0,0,39.6,46.4,32.4
2016-10-01,0,0,0,0,39.4,53.8,31.5
2016-10-02,0,0,0,0,41.9,52.5,31.8
2016-10-03,0,0,0,0,34.2,49.3,21
2016-10-04,0,0,0,0,23,32.2,18.3
2016-10-05,0,0,0,0,27.7,39,20.3
2016-10-06,0,0,0,0,22.6,29.7,17.1
2016-10-07,0.5,0.5,4,4,28.8,43.9,14.4
2016-10-08,0.5,0,3,-1,36,51.4,25.9
2016-10-09,0.5,0,3,0,36.9,50.7,29.7
2016-10-10,0.5,0,2,-1,38.5,50.7,31.5
2016-10-11,0.6,0.1,2,0,34.3,41,30.4
2016-10-12,0.8,0.2,3,1,35.6,46.6,28
2016-10-13,0.8,0,3,0,38.7,49.5,29.3
2016-10-14,0.8,0,3,0,43.2,55.8,30.4
2016-10-15,0.8,0,2,-1,44.2,55.2,37
2016-10-16,0.8,0,2,0,45,54.9,37.9
2016-10-17,0.8,0,2,0,38.8,45.9,29.8
2016-10-18,0.8,0,2,0,33.8,42.8,23.4
2016-10-19,0.8,0,2,0,21.7,28,15.8
2016-10-20,0.8,0,2,0,30.2,44.4,12.9
2016-10-21,0.9,0.1,3,1,39.4,51.6,31.5
2016-10-22,0.9,0,3,0,41.4,52.9,31.6
2016-10-23,0.9,0,2,-1,39.9,53.8,30.2
2016-10-24,0.9,0,2,0,40.5,53.4,31.5
2016-10-25,0.9,0,2,0,35.1,41.4,27.5
2016-10-26,0.9,0,2,0,35.1,50.9,25.3
2016-10-27,0.9,0,2,0,44.2,57.4,32.5
2016-10-28,0.9,0,2,0,43.2,50.7,38.5
2016-10-29,0.9,0,2,0,38.3,46.4,32
2016-10-30,0.8,-0.1,2,0,41.4,48.6,35.8
2016-10-31,0.6,-0.2,1,-1,38.5,47.1,31.6
2016-11-01,0.6,0,1,0,34.7,47.5,26.2
2016-11-02,0.7,0.1,2,1,28.8,37.9,20.3
2016-11-03,0.8,0.1,3,1,30.9,46,23
2016-11-04,0.8,0,3,0,35.8,48.9,28.4
2016-11-05,0.9,0.1,2,-1,31.8,39.4,25.9
2016-11-06,1.2,0.3,5,3,29.5,34.9,24.3
2016-11-07,1.2,0,5,0,28.8,38.7,22.6
2016-11-08,1.2,0,5,0,30.7,44.4,23
2016-11-09,1.3,0.1,4,-1,34.9,51.4,27.5
2016-11-10,1.3,0,4,0,32.2,43.9,20.5
2016-11-11,1.3,0,4,0,30,42.8,20.1
2016-11-12,1.3,0,4,0,30,40.6,24.4
2016-11-13,1.4,0.1,5,1,27.3,32.2,24.4
2016-11-14,1.4,0,5,0,32.5,39.9,25
2016-11-15,1.5,0.1,5,0,38.5,49.8,31.3
2016-11-16,1.5,0,5,0,37.9,45.7,30.6
2016-11-17,1.5,0,5,0,18.9,30.9,6.4
2016-11-18,1.9,0.4,10,5,10.2,20.7,4.1
2016-11-19,2,0.1,9,-1,32,41.9,17.8
2016-11-20,2,0,8,-1,32.5,38.7,27.9
2016-11-21,2,0,8,0,30,36.9,26.4
2016-11-22,2.1,0.1,8,0,19.9,26.6,9.9
2016-11-23,2.3,0.2,10,2,21.4,34.2,8.8
2016-11-24,2.3,0,10,0,12.4,19.4,8.1
2016-11-25,2.4,0.1,11,1,21.6,35.8,12.6
2016-11-26,2.4,0,11,0,26.4,38.7,14.9
2016-11-27,2.5,0.1,10,-1,15.6,28.2,9.5
2016-11-28,2.9,0.4,17,7,8.1,12.9,5.7
2016-11-29,3.1,0.2,17,0,4.5,9,0.9
2016-11-30,3.2,0.1,17,0,1.4,8.4,-3.3
2016-12-01,3.3,0.1,16,-1,7,15.8,2.1
2016-12-02,3.3,0,16,0,6.3,13.8,-0.4
2016-12-03,3.3,0,16,0,7.7,14.2,1.8
2016-12-04,3.4,0.1,16,0,15.3,23.4,1.6
2016-12-05,3.5,0.1,15,-1,11.7,22.6,-2.9
2016-12-06,3.6,0.1,18,3,5.2,11.8,-1.1
2016-12-07,4,0.4,20,2,-5.1,2.8,-11.4
2016-12-08,4.2,0.2,21,1,5.5,17.4,-11.2
2016-12-09,4.4,0.2,23,2,19.9,23,17.1
2016-12-10,4.6,0.2,23,0,24.3,27.5,19
2016-12-11,5.5,0.9,29,6,16.7,25.2,11.7
2016-12-12,6.1,0.6,33,4,16,19.9,9.1
2016-12-13,6,-0.1,31,-2,13.1,16.7,8.1
2016-12-14,6.1,0.1,29,-2,20.5,24.6,14.9
2016-12-15,6.7,0.6,34,5,27.5,30.6,24.3
2016-12-16,6.7,0,32,-2,23,27.1,9
2016-12-17,7.9,1.2,45,13,-1.5,9,-11.4
2016-12-18,8,0.1,42,-3,-3.5,3.6,-11
2016-12-19,8,0,39,-3,12.6,19.8,1.2
2016-12-20,8,0,37,-2,24.1,29.5,17.1
2016-12-21,8.1,0.1,35,-2,23.4,30,20.1
2016-12-22,8.1,0,34,-1,24.3,29.5,18
2016-12-23,8.2,0.1,35,1,19.4,25.3,12.4
2016-12-24,8.4,0.2,36,1,24.1,31.6,19
2016-12-25,8.4,0,35,-1,11.3,23.9,4.3
2016-12-26,8.5,0.1,37,2,5,10.2,0.3
2016-12-27,8.5,0,36,-1,18,27.9,1.4
2016-12-28,8.6,0.1,35,-1,14.5,18.3,9.1
2016-12-29,8.7,0.1,36,1,16.7,24.1,9.9
2016-12-30,8.7,0,35,-1,23.5,33.3,17.2
2016-12-31,8.7,0,34,-1,14.7,23.9,8.2
2017-01-01,8.7,0,34,0,14.4,22.3,5.5
2017-01-02,8.7,0,33,-1,15.6,20.5,13.1
2017-01-03,8.7,0,33,0,10.9,13.6,9.3
2017-01-04,8.9,0.2,36,3,16,19,10.4
2017-01-05,9.7,0.8,43,7,1.4,17.8,-9.9
2017-01-06,10.5,0.8,48,5,-6.5,-1.1,-16.2
2017-01-07,10.5,0,46,-2,8.6,18.9,-4.5
2017-01-08,10.7,0.2,45,-1,23.7,27.9,18.3
2017-01-09,11.5,0.8,52,7,24.1,27.7,11.8
2017-01-10,12.8,1.3,63,11,14.4,17.6,9.9
2017-01-11,13.5,0.7,66,3,17.1,21.9,12.6
2017-01-12,14.4,0.9,71,5,16.3,22.5,12
2017-01-13,14.5,0.1,67,-4,18.7,26.6,14.5
2017-01-14,14.5,0,65,-2,17.6,28,10.9
2017-01-15,14.6,0.1,64,-1,21.4,29.5,15.8
2017-01-16,14.6,0,62,-2,18.3,23,12.4
2017-01-17,14.7,0.1,61,-1,13.1,24.3,7.9
2017-01-18,14.7,0,60,-1,16.7,30.6,8.4
2017-01-19,14.7,0,58,-2,18.3,32.9,11.5
2017-01-20,14.8,0.1,58,0,13.5,21.6,5
2017-01-21,15,0.2,60,2,12,25,2.8
2017-01-22,15.1,0.1,61,1,10.6,19.8,4.3
2017-01-23,15.3,0.2,61,0,17.1,24.8,3.9
2017-01-24,15.7,0.4,65,4,3.6,15.8,-2.2
2017-01-25,15.7,0,63,-2,-0.9,7.7,-8.7
2017-01-26,15.8,0.1,62,-1,-6,3,-10.7
2017-01-27,15.8,0,60,-2,-0.2,13.5,-11.2
2017-01-28,15.8,0,59,-1,9.1,17.8,-1.1
2017-01-29,15.8,0,58,-1,18,25.2,10.6
2017-01-30,15.9,0.1,57,-1,21.7,28.2,15.3
2017-01-31,15.9,0,56,-1,24.1,30,20.7
2017-02-01,15.9,0,55,-1,24.3,30.2,19.4
2017-02-02,15.9,0,55,0,20.1,25.3,16.2
2017-02-03,16.2,0.3,56,1,20.1,29.3,12.7
2017-02-04,16.2,0,56,0,20.5,27.3,15.1
2017-02-05,16.3,0.1,57,1,23.2,32.5,14.4
2017-02-06,16.3,0,56,-1,21.9,27.1,18
2017-02-07,16.3,0,55,-1,22.6,25.3,18.3
2017-02-08,17.2,0.9,62,7,21.2,25,18
2017-02-09,17.5,0.3,63,1,32,39.9,24.6
2017-02-10,17.5,0,61,-2,35.8,46.2,29.5
2017-02-11,17.5,0,59,-2,25.7,32,15.8
2017-02-12,17.6,0.1,60,1,25.5,34.5,17.2
2017-02-13,17.6,0,59,-1,19.9,29.7,5
2017-02-14,17.6,0,59,0,13.3,27.3,4.1
2017-02-15,17.6,0,59,0,22.1,37.9,10.4
2017-02-16,17.6,0,58,-1,27.1,45,17.1
2017-02-17,17.7,0.1,58,0,27.1,41,18.3
2017-02-18,17.7,0,57,-1,28.8,37.9,19.2
2017-02-19,17.7,0,57,0,25.3,36.7,16.2
2017-02-20,18.2,0.5,64,7,20.7,30.7,13.3
2017-02-21,18.3,0.1,63,-1,29.3,39.2,22.6
2017-02-22,18.3,0,61,-2,25.9,36,15.1
2017-02-23,18.3,0,61,0,9.5,16.5,1
2017-02-24,18.5,0.2,64,3,1.4,11.1,-3.6
2017-02-25,18.7,0.2,64,0,-0.2,11.1,-8.5
2017-02-26,18.9,0.2,64,0,2.8,14.7,-6.3
2017-02-27,18.9,0,63,-1,13.3,23.5,1.8
2017-02-28,19.1,0.2,65,2,9.5,21.6,-1.7
2017-03-01,19.3,0.2,68,3,4.6,17.8,-4.5
2017-03-02,19.3,0,66,-2,11.5,25.3,2.3
2017-03-03,19.4,0.1,65,-1,21.6,36.5,10.9
2017-03-04,19.4,0,65,0,27.7,39,16.5
2017-03-05,19.4,0,63,-2,27.3,36,20.1
2017-03-06,19.5,0.1,63,0,4.1,21,-2.9
2017-03-07,19.8,0.3,67,4,9.5,20.5,-2
2017-03-08,20,0.2,66,-1,24.6,36.3,16
2017-03-09,20,0,65,-1,29.7,40.3,22.1
2017-03-10,20,0,64,-1,31.5,42.4,23.7
2017-03-11,20,0,64,0,28.2,40.3,22.3
2017-03-12,20.1,0.1,64,0,23.2,34.5,13.6
2017-03-13,20.1,0,65,1,25.2,35.8,12.9
2017-03-14,20.2,0.1,64,-1,32.4,43.2,27.1
2017-03-15,20.2,0,63,-1,35.8,48,27.9
2017-03-16,20.2,0,62,-1,36.1,46.6,29.8
2017-03-17,20.2,0,62,0,35.8,48.2,28
2017-03-18,20.2,0,61,-1,39.2,53.2,28.8
2017-03-19,20.2,0,60,-1,38.3,48,28.4
2017-03-20,20.2,0,60,0,37.4,48.4,30.2
2017-03-21,20.2,0,59,-1,37.2,48.6,30.6
2017-03-22,20.2,0,59,0,37.4,48.2,27.5
2017-03-23,20.2,0,58,-1,30.9,42.4,23.7
2017-03-24,20.3,0.1,61,3,23.2,30.7,16.5
2017-03-25,20.4,0.1,62,1,29.5,48,16.5
2017-03-26,20.7,0.3,65,3,25.2,36.9,19
2017-03-27,20.8,0.1,65,0,26.8,40.6,16.2
2017-03-28,20.9,0.1,65,0,25.3,36.1,20.1
2017-03-29,21.2,0.3,69,4,23.5,32.2,18.7
2017-03-30,21.2,0,67,-2,29.5,41.7,20.7
2017-03-31,21.4,0.2,66,-1,23.5,35.2,14.7
2017-04-01,21.5,0.1,68,2,23.2,39.6,12.4
2017-04-02,21.6,0.1,67,-1,26.4,40.1,17.4
2017-04-03,21.8,0.2,69,2,19.4,31.5,11.7
2017-04-04,21.9,0.1,69,0,14.9,25,10
2017-04-05,22.4,0.5,73,4,18.9,32.5,5.4
2017-04-06,22.4,0,71,-2,30.7,47.1,17.8
2017-04-07,22.4,0,69,-2,37.9,50.7,27.5
2017-04-08,22.3,-0.1,66,-3,36,45.7,25.3
2017-04-09,22.3,0,65,-1,18.9,26.6,9
2017-04-10,22.4,0.1,67,2,22.5,39.4,7.3
2017-04-11,22.3,-0.1,65,-2,30.6,46,15.3
2017-04-12,22.3,0,65,0,37.2,54.3,27
2017-04-13,22.2,-0.1,63,-2,40.1,54.9,25.7
2017-04-14,22.2,0,61,-2,39.2,53.2,26.6
2017-04-15,22.2,0,60,-1,34,48.6,24.8
2017-04-16,22.2,0,59,-1,34.7,49.8,25.2
2017-04-17,22.2,0,58,-1,36.9,51.1,24.6
2017-04-18,22.1,-0.1,57,-1,40.5,55.6,26.8
2017-04-19,21.8,-0.3,56,-1,30.4,39.2,23
2017-04-20,22.1,0.3,60,4,27.5,42.3,14.9
2017-04-21,22.3,0.2,61,1,21.7,34,15.3
2017-04-22,22.7,0.4,63,2,23.9,41.9,8.6
2017-04-23,22.7,0,61,-2,38.8,55.8,24.1
2017-04-24,22.5,-0.2,58,-3,32.4,45,21.4
2017-04-25,22.9,0.4,61,3,23.2,34.9,17.4
2017-04-26,23.1,0.2,63,2,21.7,32.4,14.5
2017-04-27,23.3,0.2,61,-2,20.8,34.2,10.8
2017-04-28,23.7,0.4,66,5,15.4,33.3,7.3
2017-04-29,23.9,0.2,69,3,12.7,21.7,6.4
2017-04-30,24,0.1,68,-1,19.6,33.8,8.4
2017-05-01,24.1,0.1,67,-1,28.2,39.4,20.7
2017-05-02,24.2,0.1,65,-2,29.1,38.8,23.5
2017-05-03,24.7,0.5,69,4,27.9,38.8,20.3
2017-05-04,24.7,0,66,-3,36.5,53.2,19.9
2017-05-05,24.4,-0.3,63,-3,41.4,57.7,28.2
2017-05-06,23.7,-0.7,60,-3,44.6,63.1,32.2
2017-05-07,23.3,-0.4,58,-2,37.9,55.9,29.5
2017-05-08,23.4,0.1,58,0,35.6,52.5,27.5
2017-05-09,23.4,0,58,0,36.7,53.4,29.8
2017-05-10,23.5,0.1,57,-1,32.5,44.8,28.4
2017-05-11,23.5,0,58,1,36.7,50.9,25.2
2017-05-12,23,-0.5,55,-3,43.5,59.5,28.8
2017-05-13,22.2,-0.8,52,-3,44.6,59,32.7
2017-05-14,21.4,-0.8,50,-2,42.1,54.3,31.6
2017-05-15,21,-0.4,47,-3,41.9,55,32.5
2017-05-16,20.6,-0.4,46,-1,34.3,46.8,26.6
2017-05-17,20.2,-0.4,44,-2,31.3,44.1,23.5
2017-05-18,20.4,0.2,50,6,22.3,32.7,13.3
2017-05-19,21.6,1.2,64,14,22.3,39.4,13.5
2017-05-20,21.6,0,59,-5,23.9,38.5,16.7
2017-05-21,21.7,0.1,57,-2,30.6,47.5,16.5
2017-05-22,22,0.3,54,-3,28.8,43.5,19.9
2017-05-23,22.6,0.6,58,4,27.3,37.2,18.7
2017-05-24,22.6,0,52,-6,42.8,55.8,29.7
2017-05-25,22.5,-0.1,49,-3,39.2,53.4,29.3
2017-05-26,22.3,-0.2,47,-2,38.8,54.7,27.7
2017-05-27,22.1,-0.2,47,0,29.1,40.6,19
2017-05-28,22.4,0.3,48,1,33.1,49.3,16.9
2017-05-29,22.2,-0.2,46,-2,36.3,52.7,26.8
2017-05-30,21.8,-0.4,44,-2,40.3,57.4,28.2
2017-05-31,21.2,-0.6,41,-3,42.8,57.9,34.3
2017-06-01,20.7,-0.5,40,-1,42.4,57.2,33.4
2017-06-02,20.1,-0.6,39,-1,39.6,52.5,32
2017-06-03,20,-0.1,38,-1,42.4,57.4,30
2017-06-04,19.6,-0.4,37,-1,46.2,63.5,33.1
2017-06-05,18.6,-1,36,-1,45.7,61.5,37.4
2017-06-06,17.4,-1.2,34,-2,40.6,57.7,33.3
2017-06-07,16.8,-0.6,32,-2,45,60.8,33.8
2017-06-08,15.7,-1.1,30,-2,48.4,63.1,36.7
2017-06-09,14.3,-1.4,28,-2,51.6,63.1,38.5
2017-06-10,12.8,-1.5,25,-3,54,65.7,45.7
2017-06-11,10.7,-2.1,20,-5,49.6,63.3,39
2017-06-12,8.9,-1.8,17,-3,48.9,60.4,32.9
2017-06-13,7.2,-1.7,14,-3,39.2,49.3,29.1
2017-06-14,6.2,-1,12,-2,43.2,56.7,33.8
2017-06-15,4.2,-2,8,-4,47.3,61.2,33.4
2017-06-16,2.3,-1.9,5,-3,51.4,63.1,38.7
2017-06-17,1,-1.3,2,-3,50.7,60.8,40.3
2017-06-18,0.7,-0.3,1,-1,48,60.4,36.3
2017-06-19,0,-0.7,0,-1,49.5,64,38.7
2017-06-20,0,0,0,0,52.5,68.2,39.9
2017-06-21,0,0,0,0,52.5,68,42.1
2017-06-22,0,0,0,0,50.4,68,39.4
2017-06-23,0,0,0,0,46.6,62.8,32.9
2017-06-24,0,0,0,0,46.8,61.3,34.3
2017-06-25,0,0,0,0,47.5,63.9,34
2017-06-26,0,0,0,0,50.2,66,36
2017-06-27,0,0,0,0,53.6,67.3,42.3
2017-06-28,0,0,0,0,50,63.1,38.7
2017-06-29,0,0,0,0,48.4,61.2,36.9
2017-06-30,0,0,0,0,44.6,58.8,33.4
2017-07-01,0,0,0,0,49.6,65.5,34.5
2017-07-02,0,0,0,0,49.8,65.1,39.6
2017-07-03,0,0,0,0,49.8,62.6,38.5
2017-07-04,0,0,0,0,52.7,68.5,40.8
2017-07-05,0,0,0,0,55.2,70.9,43.2
2017-07-06,0,0,0,0,57.2,73,45.3
2017-07-07,0,0,0,0,52.2,68.4,43.2
2017-07-08,0,0,0,0,49.6,66.6,41.7
2017-07-09,0,0,0,0,54.1,71.2,41.9
2017-07-10,0,0,0,0,51.3,68.9,42.4
2017-07-11,0,0,0,0,50,66.2,40.1
2017-07-12,0,0,0,0,45,52,38.7
2017-07-13,0,0,0,0,48.2,60.8,37.4
2017-07-14,0,0,0,0,48.2,61.5,38.5
2017-07-15,0,0,0,0,49.6,65.1,39.2
2017-07-16,0,0,0,0,51.3,67.1,38.7
2017-07-17,0,0,0,0,51.8,66.9,42.8
2017-07-18,0,0,0,0,53.4,65.7,44.1
2017-07-19,0,0,0,0,52.5,70.5,44.2
2017-07-20,0,0,0,0,49.6,67.1,37.9
2017-07-21,0,0,0,0,48.6,65.1,41
2017-07-22,0,0,0,0,50.7,64,42.4
2017-07-23,0,0,0,0,51.8,63.9,41.2
2017-07-24,0,0,0,0,54.1,68.7,43
2017-07-25,0,0,0,0,52.2,66,43.2
2017-07-26,0,0,0,0,50.9,62.6,43
2017-07-27,0,0,0,0,53.2,66.2,43.2
2017-07-28,0,0,0,0,51.1,64.9,43.2
2017-07-29,0,0,0,0,46,52.5,43.2
2017-07-30,0,0,0,0,48.4,62.1,40.3
2017-07-31,0,0,0,0,48,61,38.7
2017-08-01,0,0,0,0,47.5,61.3,36.7
2017-08-02,0,0,0,0,50.7,64.4,40.3
2017-08-03,0,0,0,0,45.7,60.1,38.3
2017-08-04,0,0,0,0,50.2,61.9,41.9
2017-08-05,0,0,0,0,47.3,61.5,38.3
2017-08-06,0,0,0,0,48.2,62.6,38.7
2017-08-07,0,0,0,0,42.3,51.1,37
2017-08-08,0,0,0,0,41.4,51.3,35.1
2017-08-09,0,0,0,0,44.4,57.6,35.8
2017-08-10,0,0,0,0,46.6,59.5,36.9
2017-08-11,0,0,0,0,48,59.4,39.6
2017-08-12,0,0,0,0,46.8,63.1,38.8
2017-08-13,0,0,0,0,47.7,63.5,40.1
2017-08-14,0,0,0,0,47.3,61.5,38.1
2017-08-15,0,0,0,0,46.2,59.5,36.3
2017-08-16,0,0,0,0,42.1,55,34.2
2017-08-17,0,0,0,0,46.6,56.5,36.7
2017-08-18,0,0,0,0,49.5,64,38.5
2017-08-19,0,0,0,0,50,62.8,40.3
2017-08-20,0,0,0,0,48,63.3,40.5
2017-08-21,0,0,0,0,47.8,63,40.1
2017-08-22,0,0,0,0,48,65.1,39
2017-08-23,0,0,0,0,44.1,58.8,36.1
2017-08-24,0,0,0,0,41.9,57,35.6
2017-08-25,0,0,0,0,46.4,61,35.2
2017-08-26,0,0,0,0,49.6,64.2,39
2017-08-27,0,0,0,0,49.8,66.2,40.1
2017-08-28,0,0,0,0,50,66.2,40.5
2017-08-29,0,0,0,0,50.2,66.2,41.9
2017-08-30,0,0,0,0,51.1,66.9,39.9
2017-08-31,0,0,0,0,48.6,66.2,38.3
2017-09-01,0,0,0,0,46.4,58.8,38.8
2017-09-02,0,0,0,0,51.6,68,39.9
2017-09-03,0,0,0,0,52.9,68.2,42.8
2017-09-04,0,0,0,0,49.8,67.5,36.3
2017-09-05,0,0,0,0,49.1,61.7,37.8
2017-09-06,0,0,0,0,49.5,64,38.5
2017-09-07,0,0,0,0,49.3,62.8,40.6
2017-09-08,0,0,0,0,47.7,62.6,39.9
2017-09-09,0,0,0,0,46,59.2,39.4
2017-09-10,0,0,0,0,44.6,56.5,39.6
2017-09-11,0,0,0,0,44.1,55.6,38.3
2017-09-12,0,0,0,0,47.5,61.9,37.4
2017-09-13,0,0,0,0,46.8,61.2,39.2
2017-09-14,0,0,0,0,44.8,59,35.1
2017-09-15,0,0,0,0,40.8,54.7,31.5
2017-09-16,0,0,0,0,36.7,48.4,30.4
2017-09-17,0,0,0,0,39.6,52,31.8
2017-09-18,0,0,0,0,42.8,55.2,33.1
2017-09-19,0,0,0,0,46,57.6,39.6
2017-09-20,0,0,0,0,46,58.6,37.4
2017-09-21,0,0,0,0,49.1,61.2,42.1
2017-09-22,0,0,0,0,44.6,53.2,38.1
2017-09-23,0,0,0,0,36.3,49.6,27.1
2017-09-24,0.2,0.2,1,1,31.5,40.3,23.5
2017-09-25,0,-0.2,0,-1,28,42.4,19
2017-09-26,0,0,0,0,32.5,49.6,21
2017-09-27,0,0,0,0,32.7,41.7,28.8
2017-09-28,0,0,0,0,34.5,47.3,30.2
2017-09-29,0,0,0,0,36.3,47.5,28.8
2017-09-30,0,0,0,0,35.6,46.6,30.7
2017-10-01,0.2,0.2,1,1,30.6,39.6,25.2
2017-10-02,1.2,1,12,11,29.1,34.9,23.4
2017-10-03,1.6,0.4,13,1,31.6,43,21.6
2017-10-04,1.6,0,11,-2,42.6,54.7,34.9
2017-10-05,1.5,-0.1,8,-3,43.7,54.1,33.1
2017-10-06,1.4,-0.1,8,0,30.2,40.6,23.4
2017-10-07,1.4,0,8,0,36,50,22.6
2017-10-08,1.4,0,7,-1,36.9,52.5,21.4
2017-10-09,1.4,0,7,0,17.1,21.7,11.3
2017-10-10,1.7,0.3,9,2,30.4,49.5,12.4
2017-10-11,1.7,0,8,-1,40.3,53.4,28.8
2017-10-12,1.7,0,8,0,40.3,51.4,33.1
2017-10-13,1.7,0,8,0,38.5,47.5,34
2017-10-14,1.7,0,7,-1,25.5,36.3,16.5
2017-10-15,1.7,0,7,0,32.9,46.2,19.2
2017-10-16,1.7,0,7,0,38.1,51.4,27.5
2017-10-17,1.6,-0.1,7,0,37.4,52.5,26.6
2017-10-18,1.6,0,7,0,39,53.1,29.7
2017-10-19,1.6,0,6,-1,40.1,55.4,30.4
2017-10-20,1.6,0,6,0,36.7,49.1,19.6
2017-10-21,1.8,0.2,7,1,16.9,22.3,12.6
2017-10-22,1.8,0,8,1,30.7,42.3,19.2
2017-10-23,1.8,0,8,0,31.8,41.7,24.3
2017-10-24,1.8,0,8,0,28.8,40.1,21.6
2017-10-25,1.8,0,8,0,38.5,54.9,26.6
2017-10-26,1.8,0,7,-1,27.5,39,14.7
2017-10-27,1.9,0.1,9,2,20.7,30,11.3
2017-10-28,1.9,0,9,0,25,29.1,20.7
2017-10-29,2,0.1,9,0,32.2,45.5,23
2017-10-30,2.1,0.1,9,0,29.1,35.1,23.7
2017-10-31,2.2,0.1,10,1,27.7,33.3,25.7
2017-11-01,2.4,0.2,11,1,32.5,38.1,26.6
2017-11-02,2.4,0,11,0,34.9,42.3,30
2017-11-03,2.4,0,11,0,34.3,43.7,27.9
2017-11-04,2.4,0,10,-1,29.5,33.8,24.8
2017-11-05,2.6,0.2,12,2,25.7,30.6,23.5
2017-11-06,2.8,0.2,15,3,25.2,31.6,22.1
2017-11-07,2.9,0.1,14,-1,21,29.5,9.3
2017-11-08,2.9,0,16,2,21.7,38.1,6.1
2017-11-09,3,0.1,15,-1,30.2,41.9,18.9
2017-11-10,3,0,15,0,32.9,42.8,26.4
2017-11-11,3,0,14,-1,26.6,35.2,18.9
2017-11-12,3,0,14,0,28.8,39.6,20.1
2017-11-13,3,0,13,-1,34.3,43.5,29.5
2017-11-14,3,0,13,0,32.4,42.6,22.5
2017-11-15,3,0,13,0,29.3,38.1,20.7
2017-11-16,3,0,13,0,34.2,40.8,28.8
2017-11-17,3.1,0.1,13,0,23.4,32.5,6.1
2017-11-18,4.1,1,26,13,8.4,15.3,-0.6
2017-11-19,4.1,0,23,-3,17.2,25.9,9.1
2017-11-20,4.2,0.1,22,-1,26.2,34.9,18.7
2017-11-21,4.2,0,21,-1,24.8,27.5,21
2017-11-22,4.7,0.5,23,2,30,34.3,25
2017-11-23,4.9,0.2,23,0,32.5,40.6,27
2017-11-24,4.9,0,22,-1,31.6,37.8,24.8
2017-11-25,4.9,0,22,0,30,37.8,23.5
2017-11-26,4.9,0,21,-1,36.7,45.7,29.7
2017-11-27,4.9,0,21,0,36.7,47.1,25.5
2017-11-28,4.8,-0.1,21,0,23.9,34.2,13.1
2017-11-29,4.8,0,21,0,27.9,36,18.9
2017-11-30,4.8,0,20,-1,27.9,35.6,22.3
2017-12-01,4.8,0,20,0,28.2,32.5,22.5
2017-12-02,4.9,0.1,20,0,29.1,36.5,25.5
2017-12-03,4.9,0,20,0,28.2,36.7,17.1
2017-12-04,4.9,0,21,1,5.9,17.1,0.3
2017-12-05,5,0.1,22,1,6.6,16.9,-1.8
